"city","area","gender","total","age_4","age_9","age_14","age_19","age_24","age_29","age_34","age_39","age_44","age_49","age_54","age_59","age_64","age_69","age_74","age_79","age_84","age_89","age_94","age_99","age_100","young","strong","old"
"新竹市","東區","計",213839,12911,15308,14752,13348,12765,12151,13860,20429,19399,16923,14446,12851,10876,8651,4975,4233,2875,1917,912,219,38,42971,147048,23820
"新竹市","東區","男",105194,6646,8006,7744,6923,6581,6253,6696,9508,9293,8219,7230,6380,5195,3989,2203,1726,1149,872,453,105,23,22396,72278,10520
"新竹市","東區","女",108645,6265,7302,7008,6425,6184,5898,7164,10921,10106,8704,7216,6471,5681,4662,2772,2507,1726,1045,459,114,15,20575,74770,13300
"新竹市","北區","計",150666,7690,8074,7129,8876,9795,9631,10686,14175,12781,11870,11064,10509,9059,7201,4156,3413,2192,1489,719,142,15,22893,108446,19327
"新竹市","北區","男",73568,3931,4212,3652,4648,5004,5033,5220,6780,6153,5703,5465,5017,4206,3310,1848,1382,873,669,382,72,8,11795,53229,8544
"新竹市","北區","女",77098,3759,3862,3477,4228,4791,4598,5466,7395,6628,6167,5599,5492,4853,3891,2308,2031,1319,820,337,70,7,11098,55217,10783
"新竹市","香山區","計",78065,4274,3289,3187,4710,5589,5737,6144,7953,6727,6112,5785,5548,4498,3322,1862,1513,941,574,237,48,15,10750,58803,8512
"新竹市","香山區","男",39631,2220,1709,1693,2485,2867,2940,3120,4079,3546,3126,2951,2740,2215,1584,870,697,403,270,96,16,4,5622,30069,3940
"新竹市","香山區","女",38434,2054,1580,1494,2225,2722,2797,3024,3874,3181,2986,2834,2808,2283,1738,992,816,538,304,141,32,11,5128,28734,4572
"新竹縣","竹北市","計",183326,13487,15196,13175,11203,10496,9535,12161,19906,20366,16130,11640,9139,6936,5216,3028,2652,1643,941,394,71,11,41858,127512,13956
"新竹縣","竹北市","男",91269,6976,7893,6901,5900,5437,4904,5844,9237,9761,8158,5817,4616,3346,2468,1418,1227,724,424,184,30,4,21770,63020,6479
"新竹縣","竹北市","女",92057,6511,7303,6274,5303,5059,4631,6317,10669,10605,7972,5823,4523,3590,2748,1610,1425,919,517,210,41,7,20088,64492,7477
"新竹縣","關西鎮","計",28832,789,944,1251,1776,2039,1903,1654,1886,1968,2197,2389,2274,1920,1516,1025,1349,1051,604,238,55,4,2984,20006,5842
"新竹縣","關西鎮","男",15412,399,498,636,960,1050,1040,903,959,1044,1230,1404,1326,1086,784,506,686,500,280,95,24,2,1533,11002,2877
"新竹縣","關西鎮","女",13420,390,446,615,816,989,863,751,927,924,967,985,948,834,732,519,663,551,324,143,31,2,1451,9004,2965
"新竹縣","新埔鎮","計",33264,1218,966,1091,1812,2413,2557,2346,2477,2239,2229,2533,2813,2435,1893,1160,1222,988,592,230,44,6,3275,23854,6135
"新竹縣","新埔鎮","男",17754,647,513,580,921,1319,1410,1278,1408,1207,1225,1365,1546,1300,1012,595,585,457,268,101,14,3,1740,12979,3035
"新竹縣","新埔鎮","女",15510,571,453,511,891,1094,1147,1068,1069,1032,1004,1168,1267,1135,881,565,637,531,324,129,30,3,1535,10875,3100
"新竹縣","竹東鎮","計",96627,4153,4755,5140,6477,7261,6777,6719,8230,7658,7522,7135,6742,5384,4093,2560,2619,1880,1030,381,98,13,14048,69905,12674
"新竹縣","竹東鎮","男",48507,2113,2418,2702,3447,3718,3509,3520,4070,3755,3762,3609,3407,2655,1926,1230,1189,804,467,170,29,7,7233,35452,5822
"新竹縣","竹東鎮","女",48120,2040,2337,2438,3030,3543,3268,3199,4160,3903,3760,3526,3335,2729,2167,1330,1430,1076,563,211,69,6,6815,34453,6852
"新竹縣","湖口鄉","計",77491,3335,3898,3977,5014,6048,5797,5515,6861,6134,5772,5881,5578,4364,3147,1929,1765,1222,831,347,63,13,11210,56964,9317
"新竹縣","湖口鄉","男",39262,1769,2024,2071,2623,3181,3091,2762,3433,3094,2856,2979,2785,2173,1526,855,786,552,490,176,30,6,5864,28977,4421
"新竹縣","湖口鄉","女",38229,1566,1874,1906,2391,2867,2706,2753,3428,3040,2916,2902,2793,2191,1621,1074,979,670,341,171,33,7,5346,27987,4896
"新竹縣","橫山鄉","計",13000,415,403,439,699,971,836,755,877,838,960,1043,1047,924,752,564,615,448,256,128,26,4,1257,8950,2793
"新竹縣","橫山鄉","男",7048,219,212,225,371,522,460,402,512,462,541,634,621,513,418,280,293,196,109,48,9,1,656,5038,1354
"新竹縣","橫山鄉","女",5952,196,191,214,328,449,376,353,365,376,419,409,426,411,334,284,322,252,147,80,17,3,601,3912,1439
"新竹縣","新豐鄉","計",56826,2705,3299,3157,3661,4410,4075,3975,5446,4742,4304,4083,3851,3071,2193,1183,1179,763,493,189,43,4,9161,41618,6047
"新竹縣","新豐鄉","男",29147,1379,1735,1644,1931,2321,2226,2037,2689,2449,2211,2060,2023,1533,1106,575,532,363,218,94,20,1,4758,21480,2909
"新竹縣","新豐鄉","女",27679,1326,1564,1513,1730,2089,1849,1938,2757,2293,2093,2023,1828,1538,1087,608,647,400,275,95,23,3,4403,20138,3138
"新竹縣","芎林鄉","計",20072,734,647,701,1276,1616,1557,1301,1406,1374,1490,1576,1681,1298,1061,632,724,516,330,132,15,5,2082,14575,3415
"新竹縣","芎林鄉","男",10633,409,339,377,663,830,835,722,717,690,813,856,934,704,566,333,387,247,147,58,4,2,1125,7764,1744
"新竹縣","芎林鄉","女",9439,325,308,324,613,786,722,579,689,684,677,720,747,594,495,299,337,269,183,74,11,3,957,6811,1671
"新竹縣","寶山鄉","計",14618,507,402,398,871,1176,1169,956,1134,1050,1180,1393,1286,946,683,358,472,332,196,88,21,0,1307,11161,2150
"新竹縣","寶山鄉","男",7891,283,204,195,434,623,634,513,600,589,615,808,723,570,364,202,245,158,87,34,10,0,682,6109,1100
"新竹縣","寶山鄉","女",6727,224,198,203,437,553,535,443,534,461,565,585,563,376,319,156,227,174,109,54,11,0,625,5052,1050
"新竹縣","北埔鄉","計",9362,274,280,353,573,706,653,559,605,612,694,762,760,628,477,360,457,332,190,68,14,5,907,6552,1903
"新竹縣","北埔鄉","男",5097,137,164,185,291,366,346,328,319,330,401,451,468,368,257,171,237,163,87,23,5,0,486,3668,943
