city,area,gender,total,age_4,age_9,age_14,age_19,age_24,age_29,age_34,age_39,age_44,age_49,age_54,age_59,age_64,age_69,age_74,age_79,age_84,age_89,age_94,age_99,age_100,young,strong,old
新竹市,東區,計,205127 ,12732 ,13811 ,15942 ,13670 ,12249 ,11773 ,17588 ,19476 ,17589 ,15834 ,13681 ,11703 ,9353 ,5679 ,4848 ,3754 ,2775 ,1781 ,707 ,135 ,47 ,42485 ,142916 ,19726 
新竹市,東區,男,101036 ,6613 ,7308 ,8302 ,7097 ,6277 ,5838 ,8285 ,9097 ,8374 ,7816 ,6934 ,5737 ,4470 ,2602 ,2062 ,1553 ,1299 ,906 ,371 ,67 ,28 ,22223 ,69925 ,8888 
新竹市,東區,女,104091 ,6119 ,6503 ,7640 ,6573 ,5972 ,5935 ,9303 ,10379 ,9215 ,8018 ,6747 ,5966 ,4883 ,3077 ,2786 ,2201 ,1476 ,875 ,336 ,68 ,19 ,20262 ,72991 ,10838 
新竹市,北區,計,148188 ,8266 ,7744 ,8309 ,9620 ,9536 ,10075 ,13678 ,13476 ,11943 ,11250 ,10809 ,9522 ,7984 ,4661 ,4036 ,2840 ,2267 ,1522 ,541 ,90 ,19 ,24319 ,107893 ,15976 
新竹市,北區,男,72853 ,4319 ,4082 ,4321 ,4932 ,4958 ,5028 ,6417 ,6518 ,5893 ,5568 ,5280 ,4496 ,3742 ,2105 ,1705 ,1226 ,1080 ,827 ,293 ,52 ,11 ,12722 ,52832 ,7299 
新竹市,北區,女,75335 ,3947 ,3662 ,3988 ,4688 ,4578 ,5047 ,7261 ,6958 ,6050 ,5682 ,5529 ,5026 ,4242 ,2556 ,2331 ,1614 ,1187 ,695 ,248 ,38 ,8 ,11597 ,55061 ,8677 
新竹市,香山區,計,75897 ,4490 ,3380 ,3590 ,5140 ,5613 ,5796 ,7951 ,7178 ,5984 ,5727 ,5759 ,4750 ,3728 ,2175 ,1734 ,1290 ,880 ,535 ,148 ,42 ,7 ,11460 ,57626 ,6811 
新竹市,香山區,男,38634 ,2333 ,1734 ,1930 ,2705 ,2870 ,2914 ,3924 ,3758 ,3193 ,2992 ,2886 ,2377 ,1805 ,1062 ,812 ,577 ,430 ,261 ,55 ,11 ,5 ,5997 ,29424 ,3213 
新竹市,香山區,女,37263 ,2157 ,1646 ,1660 ,2435 ,2743 ,2882 ,4027 ,3420 ,2791 ,2735 ,2873 ,2373 ,1923 ,1113 ,922 ,713 ,450 ,274 ,93 ,31 ,2 ,5463 ,28202 ,3598 
新竹縣,竹北市,計,160114 ,12358 ,12854 ,11675 ,10409 ,9013 ,8465 ,14798 ,19018 ,16292 ,11977 ,9459 ,7220 ,5479 ,3336 ,3089 ,2161 ,1404 ,778 ,254 ,61 ,14 ,36887 ,112130 ,11097 
新竹縣,竹北市,男,79882 ,6382 ,6736 ,6053 ,5443 ,4713 ,4202 ,6891 ,8926 ,8193 ,6051 ,4819 ,3609 ,2614 ,1613 ,1489 ,998 ,634 ,381 ,109 ,21 ,5 ,19171 ,55461 ,5250 
新竹縣,竹北市,女,80232 ,5976 ,6118 ,5622 ,4966 ,4300 ,4263 ,7907 ,10092 ,8099 ,5926 ,4640 ,3611 ,2865 ,1723 ,1600 ,1163 ,770 ,397 ,145 ,40 ,9 ,17716 ,56669 ,5847 
新竹縣,關西鎮,計,30814 ,1170 ,1191 ,1653 ,2057 ,2129 ,1906 ,2172 ,2068 ,2196 ,2386 ,2355 ,2077 ,1805 ,1130 ,1501 ,1374 ,941 ,491 ,167 ,41 ,4 ,4014 ,21151 ,5649 
新竹縣,關西鎮,男,16427 ,591 ,619 ,872 ,1056 ,1116 ,1002 ,1081 ,1102 ,1239 ,1396 ,1385 ,1181 ,976 ,573 ,769 ,687 ,470 ,221 ,71 ,18 ,2 ,2082 ,11534 ,2811 
新竹縣,關西鎮,女,14387 ,579 ,572 ,781 ,1001 ,1013 ,904 ,1091 ,966 ,957 ,990 ,970 ,896 ,829 ,557 ,732 ,687 ,471 ,270 ,96 ,23 ,2 ,1932 ,9617 ,2838 
新竹縣,新埔鎮,計,34565 ,1279 ,1216 ,1554 ,2180 ,2664 ,2599 ,2809 ,2414 ,2182 ,2485 ,2769 ,2648 ,2112 ,1310 ,1393 ,1284 ,908 ,533 ,179 ,47 ,0 ,4049 ,24862 ,5654 
新竹縣,新埔鎮,男,18389 ,669 ,633 ,819 ,1175 ,1432 ,1373 ,1531 ,1323 ,1223 ,1339 ,1507 ,1438 ,1143 ,678 ,697 ,626 ,442 ,260 ,65 ,16 ,0 ,2121 ,13484 ,2784 
