city,area,gender,total,age_4,age_9,age_14,age_19,age_24,age_29,age_34,age_39,age_44,age_49,age_54,age_59,age_64,age_69,age_74,age_79,age_84,age_89,age_94,age_99,age_100,young,strong,old
新竹市,東區,計,214540 ,13081 ,15420 ,14645 ,13292 ,12579 ,12228 ,13751 ,20354 ,19795 ,16896 ,14508 ,12894 ,10987 ,8858 ,5039 ,4232 ,2909 ,1905 ,901 ,228 ,38 ,43146 ,147284 ,24110 
新竹市,東區,男,105531 ,6712 ,8053 ,7706 ,6856 ,6514 ,6306 ,6662 ,9501 ,9453 ,8189 ,7270 ,6430 ,5228 ,4099 ,2243 ,1724 ,1155 ,855 ,443 ,111 ,21 ,22471 ,72409 ,10651 
新竹市,東區,女,109009 ,6369 ,7367 ,6939 ,6436 ,6065 ,5922 ,7089 ,10853 ,10342 ,8707 ,7238 ,6464 ,5759 ,4759 ,2796 ,2508 ,1754 ,1050 ,458 ,117 ,17 ,20675 ,74875 ,13459 
新竹市,北區,計,151167 ,7756 ,8105 ,7207 ,8819 ,9758 ,9592 ,10615 ,14103 ,12964 ,11818 ,11152 ,10487 ,9205 ,7355 ,4225 ,3418 ,2205 ,1485 ,728 ,154 ,16 ,23068 ,108513 ,19586 
新竹市,北區,男,73809 ,3969 ,4216 ,3727 ,4604 ,5017 ,4971 ,5239 ,6679 ,6249 ,5700 ,5492 ,5005 ,4279 ,3387 ,1884 ,1385 ,879 ,654 ,385 ,80 ,8 ,11912 ,53235 ,8662 
新竹市,北區,女,77358 ,3787 ,3889 ,3480 ,4215 ,4741 ,4621 ,5376 ,7424 ,6715 ,6118 ,5660 ,5482 ,4926 ,3968 ,2341 ,2033 ,1326 ,831 ,343 ,74 ,8 ,11156 ,55278 ,10924 
新竹市,香山區,計,78262 ,4240 ,3224 ,3226 ,4751 ,5518 ,5695 ,6091 ,7903 ,6870 ,6141 ,5802 ,5601 ,4555 ,3412 ,1876 ,1534 ,949 ,562 ,248 ,49 ,15 ,10690 ,58927 ,8645 
新竹市,香山區,男,39695 ,2204 ,1670 ,1683 ,2531 ,2866 ,2900 ,3092 ,4049 ,3620 ,3131 ,2953 ,2787 ,2221 ,1623 ,882 ,702 ,399 ,258 ,106 ,14 ,4 ,5557 ,30150 ,3988 
新竹市,香山區,女,38567 ,2036 ,1554 ,1543 ,2220 ,2652 ,2795 ,2999 ,3854 ,3250 ,3010 ,2849 ,2814 ,2334 ,1789 ,994 ,832 ,550 ,304 ,142 ,35 ,11 ,5133 ,28777 ,4657 
新竹縣,竹北市,計,185596 ,13585 ,15398 ,13346 ,11359 ,10458 ,9647 ,12240 ,19978 ,20698 ,16447 ,11889 ,9183 ,7161 ,5342 ,3086 ,2681 ,1679 ,939 ,400 ,67 ,13 ,42329 ,129060 ,14207 
新竹縣,竹北市,男,92382 ,7028 ,7983 ,6991 ,5985 ,5418 ,4955 ,5947 ,9267 ,9867 ,8282 ,5977 ,4632 ,3475 ,2508 ,1471 ,1224 ,744 ,409 ,187 ,28 ,4 ,22002 ,63805 ,6575 
新竹縣,竹北市,女,93214 ,6557 ,7415 ,6355 ,5374 ,5040 ,4692 ,6293 ,10711 ,10831 ,8165 ,5912 ,4551 ,3686 ,2834 ,1615 ,1457 ,935 ,530 ,213 ,39 ,9 ,20327 ,65255 ,7632 
新竹縣,關西鎮,計,28741 ,766 ,952 ,1218 ,1723 ,2048 ,1903 ,1628 ,1874 ,1957 ,2159 ,2387 ,2343 ,1928 ,1570 ,994 ,1329 ,1054 ,610 ,240 ,54 ,4 ,2936 ,19950 ,5855 
新竹縣,關西鎮,男,15398 ,408 ,490 ,630 ,931 ,1060 ,1036 ,898 ,953 ,1036 ,1205 ,1389 ,1374 ,1092 ,821 ,487 ,687 ,498 ,281 ,95 ,25 ,2 ,1528 ,10974 ,2896 
新竹縣,關西鎮,女,13343 ,358 ,462 ,588 ,792 ,988 ,867 ,730 ,921 ,921 ,954 ,998 ,969 ,836 ,749 ,507 ,642 ,556 ,329 ,145 ,29 ,2 ,1408 ,8976 ,2959 
新竹縣,新埔鎮,計,33139 ,1211 ,947 ,1054 ,1802 ,2350 ,2561 ,2327 ,2441 ,2247 ,2229 ,2512 ,2799 ,2477 ,1947 ,1136 ,1223 ,995 ,590 ,241 ,45 ,5 ,3212 ,23745 ,6182 
新竹縣,新埔鎮,男,17680 ,647 ,508 ,560 ,917 ,1266 ,1404 ,1270 ,1396 ,1219 ,1230 ,1340 ,1542 ,1317 ,1047 ,574 ,594 ,458 ,266 ,109 ,13 ,3 ,1715 ,12901 ,3064 
新竹縣,新埔鎮,女,15459 ,564 ,439 ,494 ,885 ,1084 ,1157 ,1057 ,1045 ,1028 ,999 ,1172 ,1257 ,1160 ,900 ,562 ,629 ,537 ,324 ,132 ,32 ,2 ,1497 ,10844 ,3118 
新竹縣,竹東鎮,計,96446 ,4129 ,4725 ,5056 ,6429 ,7167 ,6755 ,6629 ,8213 ,7678 ,7533 ,7123 ,6768 ,5480 ,4150 ,2587 ,2605 ,1876 ,1040 ,395 ,94 ,14 ,13910 ,69775 ,12761 
新竹縣,竹東鎮,男,48407 ,2124 ,2394 ,2642 ,3433 ,3687 ,3506 ,3441 ,4079 ,3751 ,3777 ,3619 ,3389 ,2697 ,1967 ,1240 ,1187 ,784 ,467 ,183 ,33 ,7 ,7160 ,35379 ,5868 
新竹縣,竹東鎮,女,48039 ,2005 ,2331 ,2414 ,2996 ,3480 ,3249 ,3188 ,4134 ,3927 ,3756 ,3504 ,3379 ,2783 ,2183 ,1347 ,1418 ,1092 ,573 ,212 ,61 ,7 ,6750 ,34396 ,6893 
新竹縣,湖口鄉,計,77537 ,3312 ,3905 ,3947 ,4967 ,5925 ,5803 ,5506 ,6867 ,6219 ,5815 ,5830 ,5605 ,4449 ,3212 ,1933 ,1763 ,1220 ,815 ,362 ,69 ,13 ,11164 ,56986 ,9387 
新竹縣,湖口鄉,男,39264 ,1754 ,2023 ,2067 ,2586 ,3122 ,3099 ,2762 ,3410 ,3160 ,2873 ,2950 ,2795 ,2216 ,1565 ,854 ,784 ,546 ,472 ,186 ,34 ,6 ,5844 ,28973 ,4447 
新竹縣,湖口鄉,女,38273 ,1558 ,1882 ,1880 ,2381 ,2803 ,2704 ,2744 ,3457 ,3059 ,2942 ,2880 ,2810 ,2233 ,1647 ,1079 ,979 ,674 ,343 ,176 ,35 ,7 ,5320 ,28013 ,4940 
新竹縣,橫山鄉,計,13035 ,403 ,404 ,430 ,715 ,958 ,858 ,760 ,874 ,830 ,940 ,1059 ,1063 ,934 ,772 ,555 ,617 ,449 ,264 ,117 ,29 ,4 ,1237 ,8991 ,2807 
新竹縣,橫山鄉,男,7058 ,208 ,210 ,219 ,375 ,520 ,467 ,402 ,519 ,450 ,529 ,638 ,630 ,525 ,426 ,281 ,290 ,205 ,109 ,45 ,9 ,1 ,637 ,5055 ,1366 
新竹縣,橫山鄉,女,5977 ,195 ,194 ,211 ,340 ,438 ,391 ,358 ,355 ,380 ,411 ,421 ,433 ,409 ,346 ,274 ,327 ,244 ,155 ,72 ,20 ,3 ,600 ,3936 ,1441 
新竹縣,新豐鄉,計,56903 ,2644 ,3323 ,3120 ,3645 ,4325 ,4111 ,3936 ,5410 ,4836 ,4307 ,4090 ,3886 ,3131 ,2257 ,1212 ,1170 ,760 ,501 ,193 ,40 ,6 ,9087 ,41677 ,6139 
新竹縣,新豐鄉,男,29208 ,1345 ,1742 ,1640 ,1937 ,2277 ,2236 ,2031 ,2699 ,2455 ,2217 ,2073 ,2043 ,1559 ,1141 ,577 ,541 ,354 ,227 ,93 ,19 ,2 ,4727 ,21527 ,2954 
新竹縣,新豐鄉,女,27695 ,1299 ,1581 ,1480 ,1708 ,2048 ,1875 ,1905 ,2711 ,2381 ,2090 ,2017 ,1843 ,1572 ,1116 ,635 ,629 ,406 ,274 ,100 ,21 ,4 ,4360 ,20150 ,3185 
新竹縣,芎林鄉,計,20033 ,710 ,646 ,679 ,1269 ,1584 ,1566 ,1305 ,1394 ,1358 ,1489 ,1578 ,1685 ,1319 ,1080 ,636 ,723 ,516 ,337 ,138 ,18 ,3 ,2035 ,14547 ,3451 
新竹縣,芎林鄉,男,10617 ,393 ,338 ,366 ,650 ,814 ,842 ,729 ,722 ,677 ,808 ,863 ,924 ,728 ,568 ,346 ,379 ,249 ,154 ,59 ,7 ,1 ,1097 ,7757 ,1763 
新竹縣,芎林鄉,女,9416 ,317 ,308 ,313 ,619 ,770 ,724 ,576 ,672 ,681 ,681 ,715 ,761 ,591 ,512 ,290 ,344 ,267 ,183 ,79 ,11 ,2 ,938 ,6790 ,1688 
新竹縣,寶山鄉,計,14728 ,516 ,402 ,380 ,861 ,1212 ,1167 ,975 ,1104 ,1083 ,1194 ,1386 ,1300 ,970 ,700 ,367 ,468 ,334 ,197 ,91 ,21 ,0 ,1298 ,11252 ,2178 
新竹縣,寶山鄉,男,7972 ,294 ,204 ,191 ,433 ,637 ,645 ,520 ,589 ,605 ,623 ,793 ,740 ,588 ,366 ,212 ,243 ,158 ,89 ,32 ,10 ,0 ,689 ,6173 ,1110 
新竹縣,寶山鄉,女,6756 ,222 ,198 ,189 ,428 ,575 ,522 ,455 ,515 ,478 ,571 ,593 ,560 ,382 ,334 ,155 ,225 ,176 ,108 ,59 ,11 ,0 ,609 ,5079 ,1068 
