"city","area","gender","total","age_4","age_9","age_14","age_19","age_24","age_29","age_34","age_39","age_44","age_49","age_54","age_59","age_64","age_69","age_74","age_79","age_84","age_89","age_94","age_99","age_100","young","strong","old"
"新竹市","東區","計",211844,12985,15009,14534,13312,12782,11962,14180,20449,19036,16729,14409,12607,10735,8207,4869,4121,2866,1944,869,202,37,42528,146201,23115
"新竹市","東區","男",104253,6665,7947,7564,6907,6602,6136,6830,9491,9157,8184,7172,6268,5148,3748,2134,1667,1156,929,434,94,20,22176,71895,10182
"新竹市","東區","女",107591,6320,7062,6970,6405,6180,5826,7350,10958,9879,8545,7237,6339,5587,4459,2735,2454,1710,1015,435,108,17,20352,74306,12933
"新竹市","北區","計",150494,7851,7934,7203,8984,9842,9678,11142,14232,12638,11931,11050,10285,8935,6884,4061,3330,2152,1523,696,130,13,22988,108717,18789
"新竹市","北區","男",73589,4021,4138,3699,4666,5094,5022,5404,6782,6106,5768,5494,4926,4106,3198,1786,1352,857,726,370,68,6,11858,53368,8363
"新竹市","北區","女",76905,3830,3796,3504,4318,4748,4656,5738,7450,6532,6163,5556,5359,4829,3686,2275,1978,1295,797,326,62,7,11130,55349,10426
"新竹市","香山區","計",77760,4300,3172,3230,4792,5664,5683,6399,7959,6602,6073,5818,5419,4516,3079,1823,1460,929,555,221,56,10,10702,58925,8133
"新竹市","香山區","男",39524,2237,1650,1706,2532,2896,2921,3260,4114,3460,3106,2973,2691,2204,1476,859,662,404,264,89,17,3,5593,30157,3774
"新竹市","香山區","女",38236,2063,1522,1524,2260,2768,2762,3139,3845,3142,2967,2845,2728,2312,1603,964,798,525,291,132,39,7,5109,28768,4359
"新竹縣","竹北市","計",180658,13783,14975,12737,11054,10258,9373,12641,20091,19848,15516,11382,8768,6741,4968,2959,2643,1558,922,364,66,11,41495,125672,13491
"新竹縣","竹北市","男",89960,7148,7773,6677,5861,5277,4801,6017,9304,9610,7865,5700,4405,3246,2366,1384,1234,667,428,162,31,4,21598,62086,6276
"新竹縣","竹北市","女",90698,6635,7202,6060,5193,4981,4572,6624,10787,10238,7651,5682,4363,3495,2602,1575,1409,891,494,202,35,7,19897,63586,7215
"新竹縣","關西鎮","計",29027,837,980,1300,1802,2031,1863,1731,1912,1974,2236,2381,2228,1922,1464,1080,1348,1057,586,238,49,8,3117,20080,5830
"新竹縣","關西鎮","男",15539,429,525,655,974,1062,1018,922,996,1047,1264,1412,1285,1084,756,535,688,508,257,99,21,2,1609,11064,2866
