city,area,gender,total,age_4,age_9,age_14,age_19,age_24,age_29,age_34,age_39,age_44,age_49,age_54,age_59,age_64,age_69,age_74,age_79,age_84,age_89,age_94,age_99,age_100,young,strong,old
新竹市,東區,計,209562,13250,14307,14574,13624,12519,11788,14784,20257,18465,16543,14438,12235,10653,7563,4734,4074,2772,1905,855,185,37,42131,145306,22125
新竹市,東區,男,103258,6887,7570,7606,7058,6450,6035,7102,9369,8871,8117,7187,6085,5127,3453,2048,1666,1154,923,446,84,20,22063,71401,9794
新竹市,東區,女,106304,6363,6737,6968,6566,6069,5753,7682,10888,9594,8426,7251,6150,5526,4110,2686,2408,1618,982,409,101,17,20068,73905,12331
新竹市,北區,計,149887,8197,7618,7419,9268,9814,9614,11702,14320,12298,11756,11106,10007,8791,6367,3902,3209,2123,1547,675,135,19,23234,108676,17977
新竹市,北區,男,73367,4183,3969,3868,4789,5057,4980,5644,6807,5968,5729,5530,4712,4076,2978,1682,1293,893,762,367,72,8,12020,53292,8055
新竹市,北區,女,76520,4014,3649,3551,4479,4757,4634,6058,7513,6330,6027,5576,5295,4715,3389,2220,1916,1230,785,308,63,11,11214,55384,9922
新竹市,香山區,計,77428,4426,3090,3320,4999,5609,5636,6765,7882,6382,6048,5881,5130,4443,2867,1786,1425,914,559,206,53,7,10836,58775,7817
新竹市,香山區,男,39373,2271,1621,1757,2661,2853,2879,3407,4113,3361,3100,3015,2538,2147,1398,852,640,393,262,86,16,3,5649,30074,3650
新竹市,香山區,女,38055,2155,1469,1563,2338,2756,2757,3358,3769,3021,2948,2866,2592,2296,1469,934,785,521,297,120,37,4,5187,28701,4167
新竹縣,竹北市,計,176057,13990,14133,12254,11053,9957,9034,13257,19839,19120,14640,11024,8283,6581,4568,2948,2559,1516,897,330,65,9,40377,122788,12892
新竹縣,竹北市,男,87733,7238,7373,6478,5790,5108,4607,6275,9128,9424,7401,5542,4206,3159,2142,1395,1229,641,428,140,24,5,21089,60640,6004
新竹縣,竹北市,女,88324,6752,6760,5776,5263,4849,4427,6982,10711,9696,7239,5482,4077,3422,2426,1553,1330,875,469,190,41,4,19288,62148,6888
新竹縣,關西鎮,計,29461,923,1004,1334,1872,2047,1851,1852,1934,2013,2274,2460,2167,1928,1371,1183,1373,1041,554,231,42,7,3261,20398,5802
新竹縣,關西鎮,男,15771,470,543,677,1004,1063,1011,969,1020,1080,1294,1461,1243,1090,692,598,691,506,241,98,17,3,1690,11235,2846
新竹縣,關西鎮,女,13690,453,461,657,868,984,840,883,914,933,980,999,924,838,679,585,682,535,313,133,25,4,1571,9163,2956
新竹縣,新埔鎮,計,33752,1287,985,1248,1944,2537,2575,2448,2465,2205,2309,2697,2711,2428,1633,1184,1293,948,595,206,47,7,3520,24319,5913
新竹縣,新埔鎮,男,17988,698,517,651,1018,1386,1400,1348,1356,1204,1268,1455,1460,1304,878,591,626,435,293,84,14,2,1866,13199,2923
新竹縣,新埔鎮,女,15764,589,468,597,926,1151,1175,1100,1109,1001,1041,1242,1251,1124,755,593,667,513,302,122,33,5,1654,11120,2990
新竹縣,竹東鎮,計,96756,4352,4761,5502,6855,7252,6558,7221,8223,7594,7566,7205,6303,5194,3732,2597,2628,1783,988,348,80,14,14615,69971,12170
新竹縣,竹東鎮,男,48636,2198,2459,2915,3633,3708,3426,3715,4027,3733,3830,3657,3171,2522,1804,1215,1198,790,448,156,24,7,7572,35422,5642
新竹縣,竹東鎮,女,48120,2154,2302,2587,3222,3544,3132,3506,4196,3861,3736,3548,3132,2672,1928,1382,1430,993,540,192,56,7,7043,34549,6528
新竹縣,湖口鄉,計,77526,3673,3745,4179,5378,6129,5668,6003,6811,5893,5834,6004,5256,4187,2706,1918,1794,1145,853,287,49,14,11597,57163,8766
新竹縣,湖口鄉,男,39290,1908,1979,2191,2795,3227,2954,2974,3413,2992,2900,3055,2630,2082,1277,863,800,566,510,145,22,7,6078,29022,4190
新竹縣,湖口鄉,女,38236,1765,1766,1988,2583,2902,2714,3029,3398,2901,2934,2949,2626,2105,1429,1055,994,579,343,142,27,7,5519,28141,4576
新竹縣,橫山鄉,計,13325,473,403,490,791,954,828,843,886,850,1019,1068,1007,937,677,603,654,415,277,126,21,3,1366,9183,2776
新竹縣,橫山鄉,男,7225,240,218,249,423,507,456,444,510,464,597,638,591,525,368,304,323,183,122,52,10,1,707,5155,1363
新竹縣,橫山鄉,女,6100,233,185,241,368,447,372,399,376,386,422,430,416,412,309,299,331,232,155,74,11,2,659,4028,1413
新竹縣,新豐鄉,計,56426,2910,3127,3250,3994,4329,3976,4361,5377,4530,4142,4208,3607,2948,1887,1194,1137,743,495,165,41,5,9287,41472,5667
新竹縣,新豐鄉,男,28969,1487,1655,1684,2115,2312,2116,2197,2678,2355,2098,2168,1903,1466,947,592,530,349,223,73,19,2,4826,21408,2735
新竹縣,新豐鄉,女,27457,1423,1472,1566,1879,2017,1860,2164,2699,2175,2044,2040,1704,1482,940,602,607,394,272,92,22,3,4461,20064,2932
新竹縣,芎林鄉,計,20167,784,636,794,1372,1601,1534,1374,1381,1389,1531,1664,1567,1292,887,682,718,526,317,99,17,2,2214,14705,3248
新竹縣,芎林鄉,男,10688,420,338,423,715,826,823,736,698,717,841,922,870,690,483,365,386,250,143,38,4,0,1181,7838,1669
新竹縣,芎林鄉,女,9479,364,298,371,657,775,711,638,683,672,690,742,697,602,404,317,332,276,174,61,13,2,1033,6867,1579
