city,area,gender,total,age_4,age_9,age_14,age_19,age_24,age_29,age_34,age_39,age_44,age_49,age_54,age_59,age_64,age_69,age_74,age_79,age_84,age_89,age_94,age_99,age_100,young,strong,old
新竹市,東區,計,205556,12790,13879,15784,13742,12294,11757,17573,19579,17561,15865,13685,11782,9455,5758,4831,3776,2771,1775,718,133,48,42453,143293,19810
新竹市,東區,男,101267,6617,7365,8220,7132,6294,5834,8307,9117,8354,7859,6906,5784,4536,2638,2075,1563,1281,919,370,67,29,22202,70123,8942
新竹市,東區,女,104289,6173,6514,7564,6610,6000,5923,9266,10462,9207,8006,6779,5998,4919,3120,2756,2213,1490,856,348,66,19,20251,73170,10868
新竹市,北區,計,148210,8306,7687,8234,9606,9562,9987,13619,13608,11870,11305,10803,9557,8000,4730,4061,2872,2233,1513,544,95,18,24227,107917,16066
新竹市,北區,男,72822,4330,4047,4264,4928,4976,5007,6394,6577,5841,5600,5255,4516,3751,2150,1721,1237,1050,813,305,50,10,12641,52845,7336
新竹市,北區,女,75388,3976,3640,3970,4678,4586,4980,7225,7031,6029,5705,5548,5041,4249,2580,2340,1635,1183,700,239,45,8,11586,55072,8730
新竹市,香山區,計,75888,4442,3339,3588,5130,5606,5769,7940,7177,5999,5739,5775,4778,3729,2231,1733,1303,885,521,155,42,7,11369,57642,6877
新竹市,香山區,男,38656,2308,1717,1919,2734,2870,2895,3923,3759,3208,2983,2905,2388,1805,1093,810,577,430,258,58,10,6,5944,29470,3242
新竹市,香山區,女,37232,2134,1622,1669,2396,2736,2874,4017,3418,2791,2756,2870,2390,1924,1138,923,726,455,263,97,32,1,5425,28172,3635
新竹縣,竹北市,計,161268,12466,12960,11667,10484,9078,8549,14814,19122,16455,12121,9539,7261,5556,3384,3108,2178,1415,782,256,58,15,37093,112979,11196
新竹縣,竹北市,男,80463,6465,6757,6071,5460,4758,4228,6927,8975,8254,6150,4846,3651,2636,1631,1494,1002,639,385,109,18,7,19293,55885,5285
新竹縣,竹北市,女,80805,6001,6203,5596,5024,4320,4321,7887,10147,8201,5971,4693,3610,2920,1753,1614,1176,776,397,147,40,8,17800,57094,5911
新竹縣,關西鎮,計,30837,1171,1190,1641,2053,2134,1904,2153,2089,2170,2394,2367,2091,1826,1134,1491,1376,945,497,164,43,4,4002,21181,5654
新竹縣,關西鎮,男,16422,589,620,868,1050,1113,1008,1078,1104,1219,1401,1391,1185,990,579,761,688,467,220,71,18,2,2077,11539,2806
新竹縣,關西鎮,女,14415,582,570,773,1003,1021,896,1075,985,951,993,976,906,836,555,730,688,478,277,93,25,2,1925,9642,2848
新竹縣,新埔鎮,計,34617,1276,1196,1558,2182,2665,2598,2804,2412,2164,2484,2806,2655,2154,1316,1384,1286,914,537,180,46,0,4030,24924,5663
新竹縣,新埔鎮,男,18401,673,618,825,1181,1427,1375,1513,1325,1202,1347,1525,1431,1177,678,695,618,446,264,66,15,0,2116,13503,2782
新竹縣,新埔鎮,女,16216,603,578,733,1001,1238,1223,1291,1087,962,1137,1281,1224,977,638,689,668,468,273,114,31,0,1914,11421,2881
新竹縣,竹東鎮,計,96013,4289,5142,6563,7304,6996,6305,7775,7805,7694,7286,7165,5815,4588,2952,2934,2515,1636,869,312,62,6,15994,68733,11286
新竹縣,竹東鎮,男,48318,2191,2681,3456,3791,3621,3264,3807,3806,3855,3778,3630,2916,2216,1447,1376,1146,766,412,138,19,2,8328,34684,5306
新竹縣,竹東鎮,女,47695,2098,2461,3107,3513,3375,3041,3968,3999,3839,3508,3535,2899,2372,1505,1558,1369,870,457,174,43,4,7666,34049,5980
新竹縣,湖口鄉,計,76967,3686,4023,4755,5846,5976,5564,6767,6372,5788,5862,5830,4713,3605,2247,2064,1625,1218,744,228,45,9,12464,56323,8180
新竹縣,湖口鄉,男,39117,1918,2143,2484,3021,3142,2782,3368,3221,2947,2971,2933,2371,1802,1012,961,754,723,424,112,25,3,6545,28558,4014
新竹縣,湖口鄉,女,37850,1768,1880,2271,2825,2834,2782,3399,3151,2841,2891,2897,2342,1803,1235,1103,871,495,320,116,20,6,5919,27765,4166
新竹縣,橫山鄉,計,13935,499,458,634,917,947,847,1016,891,945,1075,1087,990,875,611,711,608,426,268,102,22,6,1591,9590,2754
新竹縣,橫山鄉,男,7539,260,242,329,475,524,427,562,489,538,636,654,554,499,317,367,293,194,116,49,13,1,831,5358,1350
新竹縣,橫山鄉,女,6396,239,216,305,442,423,420,454,402,407,439,433,436,376,294,344,315,232,152,53,9,5,760,4232,1404
新竹縣,新豐鄉,計,55526,2843,3221,3624,4233,4219,3923,5084,4868,4289,4128,4045,3271,2529,1481,1377,997,766,425,160,35,8,9688,40589,5249
新竹縣,新豐鄉,男,28515,1499,1685,1893,2220,2262,2019,2503,2427,2253,2137,2107,1683,1300,735,644,483,372,208,64,19,2,5077,20911,2527
新竹縣,新豐鄉,女,27011,1344,1536,1731,2013,1957,1904,2581,2441,2036,1991,1938,1588,1229,746,733,514,394,217,96,16,6,4611,19678,2722
新竹縣,芎林鄉,計,20278,780,747,953,1446,1603,1410,1556,1372,1443,1589,1689,1431,1177,733,780,692,503,269,75,26,4,2480,14716,3082
新竹縣,芎林鄉,男,10727,389,410,501,746,838,743,796,692,781,875,946,789,632,399,418,357,256,121,29,9,0,1300,7838,1589
新竹縣,芎林鄉,女,9551,391,337,452,700,765,667,760,680,662,714,743,642,545,334,362,335,247,148,46,17,4,1180,6878,1493
新竹縣,寶山鄉,計,14278,519,429,630,1022,1171,913,1036,1059,1091,1302,1307,1031,778,430,548,446,306,184,60,14,2,1578,10710,1990
新竹縣,寶山鄉,男,7717,282,216,327,535,619,476,538,571,581,754,744,609,425,255,284,237,149,84,26,5,0,825,5852,1040
新竹縣,寶山鄉,女,6561,237,213,303,487,552,437,498,488,510,548,563,422,353,175,264,209,157,100,34,9,2,753,4858,950
新竹縣,北埔鄉,計,9800,311,339,488,665,716,661,655,642,699,757,780,639,548,403,521,440,307,161,53,14,1,1138,6762,1900
新竹縣,北埔鄉,男,5277,169,176,249,349,361,350,340,354,390,444,489,381,291,201,279,226,138,66,19,5,0,594,3749,934
新竹縣,北埔鄉,女,4523,142,163,239,316,355,311,315,288,309,313,291,258,257,202,242,214,169,95,34,9,1,544,3013,966
新竹縣,峨眉鄉,計,5765,174,143,185,313,371,340,361,340,359,424,481,479,389,287,368,307,237,153,45,9,0,502,3857,1406
