city,area,gender,total,age_4,age_9,age_14,age_19,age_24,age_29,age_34,age_39,age_44,age_49,age_54,age_59,age_64,age_69,age_74,age_79,age_84,age_89,age_94,age_99,age_100,young,strong,old
新竹市,東區,計,"218,904","12,216","16,452","15,100","12,581","12,500","12,291","13,505","19,002","21,560","17,171","15,056","13,369","11,609","9,802","6,038","4,270","3,231","1,852",968,282,49,43768,148644,26492
新竹市,東區,男,"107,649","6,291","8,594","8,005","6,494","6,508","6,301","6,714","8,938","10,083","8,381","7,452","6,633","5,568","4,609","2,698","1,735","1,264",778,444,132,27,22890,73072,11687
新竹市,東區,女,"111,255","5,925","7,858","7,095","6,087","5,992","5,990","6,791","10,064","11,477","8,790","7,604","6,736","6,041","5,193","3,340","2,535","1,967","1,074",524,150,22,20878,75572,14805
新竹市,北區,計,"152,586","6,998","8,532","7,042","8,213","9,543","9,688","9,974","13,372","14,047","11,757","11,587","10,648","9,430","8,314","5,048","3,537","2,452","1,428",766,196,14,22572,108259,21755
新竹市,北區,男,"74,395","3,621","4,384","3,676","4,253","4,844","5,044","4,993","6,350","6,826","5,683","5,608","5,202","4,347","3,821","2,314","1,455",947,568,354,100,5,11681,53150,9564
新竹市,北區,女,"78,191","3,377","4,148","3,366","3,960","4,699","4,644","4,981","7,022","7,221","6,074","5,979","5,446","5,083","4,493","2,734","2,082","1,505",860,412,96,9,10891,55109,12191
新竹市,香山區,計,"78,798","3,709","3,366","2,972","4,597","5,296","5,730","5,607","7,361","7,443","6,296","5,934","5,753","4,860","4,037","2,240","1,612","1,030",620,259,68,8,10047,58877,9874
新竹市,香山區,男,"40,022","1,878","1,777","1,554","2,453","2,803","2,958","2,908","3,775","3,860","3,260","3,018","2,858","2,376","1,906","1,066",743,423,260,118,25,3,5209,30269,4544
新竹市,香山區,女,"38,776","1,831","1,589","1,418","2,144","2,493","2,772","2,699","3,586","3,583","3,036","2,916","2,895","2,484","2,131","1,174",869,607,360,141,43,5,4838,28608,5330
新竹縣,竹北市,計,198596,13784,16847,14294,11723,10817,10470,12556,19596,22652,18134,13509,10410,7768,6092,3732,2760,1879,1033,439,84,17,44925,137635,16036
新竹縣,竹北市,男,98782,7206,8661,7389,6170,5672,5368,6296,9229,10552,9056,6836,5145,3832,2852,1740,1284,821,430,207,31,5,23256,68156,7370
新竹縣,竹北市,女,99814,6578,8186,6905,5553,5145,5102,6260,10367,12100,9078,6673,5265,3936,3240,1992,1476,1058,603,232,53,12,21669,69479,8666
新竹縣,關西鎮,計,27863,782,870,1036,1545,1912,1862,1610,1765,1842,2026,2303,2343,2009,1618,1089,1152,1078,670,267,73,11,2688,19217,5958
新竹縣,關西鎮,男,14961,446,421,581,812,994,985,908,911,987,1114,1305,1392,1131,895,537,569,528,295,117,27,6,1448,10539,2974
新竹縣,關西鎮,女,12902,336,449,455,733,918,877,702,854,855,912,998,951,878,723,552,583,550,375,150,46,5,1240,8678,2984
新竹縣,新埔鎮,計,32965,1042,998,942,1623,2206,2543,2337,2430,2358,2179,2460,2761,2579,2155,1265,1138,1007,622,261,54,5,2982,23476,6507
新竹縣,新埔鎮,男,17547,533,540,482,844,1174,1389,1289,1393,1296,1179,1350,1480,1392,1131,670,549,453,268,114,20,1,1555,12786,3206
新竹縣,新埔鎮,女,15418,509,458,460,779,1032,1154,1048,1037,1062,1000,1110,1281,1187,1024,595,589,554,354,147,34,4,1427,10690,3301
新竹縣,竹東鎮,計,97288,4049,4899,4743,5780,6909,6908,6595,8101,8110,7340,7234,7016,5853,4645,2951,2428,2022,1146,448,93,18,13691,69846,13751
新竹縣,竹東鎮,男,48939,2111,2525,2435,3105,3661,3560,3488,4107,3938,3604,3682,3502,2916,2218,1407,1101,861,488,177,46,7,7071,35563,6305
新竹縣,竹東鎮,女,48349,1938,2374,2308,2675,3248,3348,3107,3994,4172,3736,3552,3514,2937,2427,1544,1327,1161,658,271,47,11,6620,34283,7446
新竹縣,湖口鄉,計,78612,3037,4101,3838,4534,5564,6037,5469,6641,6857,5770,5863,5798,4839,3708,2141,1770,1364,749,417,105,10,10976,57372,10264
新竹縣,湖口鄉,男,39789,1604,2092,2023,2384,2910,3265,2843,3283,3448,2904,2891,2886,2460,1802,950,804,588,377,221,50,4,5719,29274,4796
新竹縣,湖口鄉,女,38823,1433,2009,1815,2150,2654,2772,2626,3358,3409,2866,2972,2912,2379,1906,1191,966,776,372,196,55,6,5257,28098,5468
新竹縣,橫山鄉,計,12618,352,370,397,634,848,901,731,796,857,814,1052,1036,970,807,556,573,484,266,134,36,4,1119,8639,2860
新竹縣,橫山鄉,男,6833,182,192,212,336,446,496,411,445,465,455,627,610,555,452,283,270,223,107,56,8,2,586,4846,1401
新竹縣,橫山鄉,女,5785,170,178,185,298,402,405,320,351,392,359,425,426,415,355,273,303,261,159,78,28,2,533,3793,1459
新竹縣,新豐鄉,計,57488,2431,3497,2997,3408,4059,4290,3861,5014,5327,4328,4149,4075,3313,2555,1461,1110,836,497,236,39,5,8925,41824,6739
新竹縣,新豐鄉,男,29441,1242,1786,1601,1783,2172,2308,2033,2545,2673,2228,2096,2112,1652,1256,717,513,368,240,95,20,1,4629,21602,3210
新竹縣,新豐鄉,女,28047,1189,1711,1396,1625,1887,1982,1828,2469,2654,2100,2053,1963,1661,1299,744,597,468,257,141,19,4,4296,20222,3529
新竹縣,芎林鄉,計,19925,647,611,577,1120,1540,1527,1404,1405,1350,1430,1571,1683,1470,1178,713,650,545,333,144,22,5,1835,14500,3590
新竹縣,芎林鄉,男,10508,346,318,302,581,808,801,790,768,656,755,843,918,804,613,385,337,273,146,56,7,1,966,7724,1818
新竹縣,芎林鄉,女,9417,301,293,275,539,732,726,614,637,694,675,728,765,666,565,328,313,272,187,88,15,4,869,6776,1772
新竹縣,寶山鄉,計,14620,519,364,323,698,1124,1197,1014,1078,1087,1110,1338,1372,1099,776,425,432,343,200,94,25,2,1206,11117,2297
新竹縣,寶山鄉,男,7963,288,201,173,363,571,662,567,589,599,585,741,774,646,424,248,228,163,91,39,10,1,662,6097,1204
新竹縣,寶山鄉,女,6657,231,163,150,335,553,535,447,489,488,525,597,598,453,352,177,204,180,109,55,15,1,544,5020,1093
新竹縣,北埔鄉,計,9065,257,270,250,474,673,666,527,559,589,644,728,788,672,526,360,411,367,188,90,22,4,777,6320,1968
新竹縣,北埔鄉,男,4945,130,139,143,261,341,363,296,323,320,358,406,473,422,280,176,203,188,84,33,6,0,412,3563,970
新竹縣,北埔鄉,女,4120,127,131,107,213,332,303,231,236,269,286,322,315,250,246,184,208,179,104,57,16,4,365,2757,998
新竹縣,峨眉鄉,計,5435,179,115,93,215,325,367,323,314,301,352,426,491,486,380,253,286,261,170,75,21,2,387,3600,1448
新竹縣,峨眉鄉,男,2996,90,61,55,124,184,185,173,162,160,185,254,297,311,228,145,138,125,84,26,8,1,206,2035,755
新竹縣,峨眉鄉,女,2439,89,54,38,91,141,182,150,152,141,167,172,194,175,152,108,148,136,86,49,13,1,181,1565,693
新竹縣,尖石鄉,計,9565,661,572,567,708,780,782,645,758,756,671,641,600,545,379,196,137,94,50,17,4,2,1800,6886,879
新竹縣,尖石鄉,男,4981,342,283,297,358,406,394,353,401,429,361,344,308,289,182,108,61,40,20,3,1,1,922,3643,416
新竹縣,尖石鄉,女,4584,319,289,270,350,374,388,292,357,327,310,297,292,256,197,88,76,54,30,14,3,1,878,3243,463
新竹縣,五峰鄉,計,4476,240,177,143,248,299,320,288,353,381,334,368,408,344,270,123,83,69,17,10,1,0,560,3343,573
新竹縣,五峰鄉,男,2438,126,90,73,127,166,172,151,203,227,192,208,214,177,159,64,45,30,7,7,0,0,289,1837,312
新竹縣,五峰鄉,女,2038,114,87,70,121,133,148,137,150,154,142,160,194,167,111,59,38,39,10,3,1,0,271,1506,261
